,Year,TRK,Track,Category,Session,Date,Track_Condition,Track_Temp,Air_Temp,Humidity,Position,Points,Rider_Number,Rider_Name,Nationality,Team_Name,Bike,Avg_Speed,Time
0,2009,QAT,COMMERCIALBANK GRAND PRIX OF QATAR - Losail International Circuit,MotoGP,RAC,"April,13,2009",Dry,26º,22º,79%,1,25.0,27,Casey STONER,AUS,Ducati Marlboro Team,Ducati,165.5,42'53.984
1,2009,QAT,COMMERCIALBANK GRAND PRIX OF QATAR - Losail International Circuit,MotoGP,RAC,"April,13,2009",Dry,26º,22º,79%,2,20.0,46,Valentino ROSSI,ITA,Fiat Yamaha Team,Yamaha,165.0,+7.771
2,2009,QAT,COMMERCIALBANK GRAND PRIX OF QATAR - Losail International Circuit,MotoGP,RAC,"April,13,2009",Dry,26º,22º,79%,3,16.0,99,Jorge LORENZO,SPA,Fiat Yamaha Team,Yamaha,164.5,+16.244
3,2009,QAT,COMMERCIALBANK GRAND PRIX OF QATAR - Losail International Circuit,MotoGP,RAC,"April,13,2009",Dry,26º,22º,79%,4,13.0,5,Colin EDWARDS,USA,Monster Yamaha Tech 3,Yamaha,164.0,+24.410
4,2009,QAT,COMMERCIALBANK GRAND PRIX OF QATAR - Losail International Circuit,MotoGP,RAC,"April,13,2009",Dry,26º,22º,79%,5,11.0,4,Andrea DOVIZIOSO,ITA,Repsol Honda Team,Honda,163.8,+27.263
5,2009,QAT,COMMERCIALBANK GRAND PRIX OF QATAR - Losail International Circuit,MotoGP,RAC,"April,13,2009",Dry,26º,22º,79%,6,10.0,15,Alex DE ANGELIS,RSM,San Carlo Honda Gresini,Honda,163.6,+29.883
6,2009,QAT,COMMERCIALBANK GRAND PRIX OF QATAR - Losail International Circuit,MotoGP,RAC,"April,13,2009",Dry,26º,22º,79%,7,9.0,7,Chris VERMEULEN,AUS,Rizla Suzuki MotoGP,Suzuki,163.4,+33.627
7,2009,QAT,COMMERCIALBANK GRAND PRIX OF QATAR - Losail International Circuit,MotoGP,RAC,"April,13,2009",Dry,26º,22º,79%,8,8.0,36,Mika KALLIO,FIN,Pramac Racing,Ducati,163.3,+34.755
8,2009,QAT,COMMERCIALBANK GRAND PRIX OF QATAR - Losail International Circuit,MotoGP,RAC,"April,13,2009",Dry,26º,22º,79%,9,7.0,24,Toni ELIAS,SPA,San Carlo Honda Gresini,Honda,163.0,+39.481
9,2009,QAT,COMMERCIALBANK GRAND PRIX OF QATAR - Losail International Circuit,MotoGP,RAC,"April,13,2009",Dry,26º,22º,79%,10,6.0,14,Randy DE PUNIET,FRA,LCR Honda MotoGP,Honda,162.9,+42.284
10,2009,QAT,COMMERCIALBANK GRAND PRIX OF QATAR - Losail International Circuit,MotoGP,RAC,"April,13,2009",Dry,26º,22º,79%,11,5.0,3,Dani PEDROSA,SPA,Repsol Honda Team,Honda,162.5,+48.526
11,2009,QAT,COMMERCIALBANK GRAND PRIX OF QATAR - Losail International Circuit,MotoGP,RAC,"April,13,2009",Dry,26º,22º,79%,12,4.0,69,Nicky HAYDEN,USA,Ducati Marlboro Team,Ducati,162.5,+48.883
12,2009,QAT,COMMERCIALBANK GRAND PRIX OF QATAR - Losail International Circuit,MotoGP,RAC,"April,13,2009",Dry,26º,22º,79%,13,3.0,59,Sete GIBERNAU,SPA,Grupo Francisco Hernando,Ducati,162.2,+52.215
13,2009,QAT,COMMERCIALBANK GRAND PRIX OF QATAR - Losail International Circuit,MotoGP,RAC,"April,13,2009",Dry,26º,22º,79%,14,2.0,33,Marco MELANDRI,ITA,Hayate Racing Team,Kawasaki,162.0,+56.379
14,2009,QAT,COMMERCIALBANK GRAND PRIX OF QATAR - Losail International Circuit,MotoGP,RAC,"April,13,2009",Dry,26º,22º,79%,15,1.0,72,Yuki TAKAHASHI,JPN,Scot Racing Team MotoGP,Honda,161.8,+1'00.286
15,2009,QAT,COMMERCIALBANK GRAND PRIX OF QATAR - Losail International Circuit,MotoGP,RAC,"April,13,2009",Dry,26º,22º,79%,16,0.0,52,James TOSELAND,GBR,Monster Yamaha Tech 3,Yamaha,160.9,+1'14.978
16,2009,QAT,COMMERCIALBANK GRAND PRIX OF QATAR - Losail International Circuit,MotoGP,RAC,"April,13,2009",Dry,26º,22º,79%,17,0.0,88,Niccolo CANEPA,ITA,Pramac Racing,Ducati,160.9,+1'15.028
17,2009,QAT,COMMERCIALBANK GRAND PRIX OF QATAR - Losail International Circuit,MotoGP,RAC,"April,13,2009",Dry,26º,22º,79%,crash,0.0,65,Loris CAPIROSSI,ITA,Rizla Suzuki MotoGP,Suzuki,163.4,15 Laps
18,2009,QAT,COMMERCIALBANK GRAND PRIX OF QATAR - Losail International Circuit,250cc,RAC,"April,12,2009",Dry,25º,24º,41%,1,25.0,40,Hector BARBERA,SPA,Pepe World Team,Aprilia,156.3,26'50.940
19,2009,QAT,COMMERCIALBANK GRAND PRIX OF QATAR - Losail International Circuit,250cc,RAC,"April,12,2009",Dry,25º,24º,41%,2,20.0,16,Jules CLUZEL,FRA,Matteoni Racing,Aprilia,156.2,+0.826
20,2009,QAT,COMMERCIALBANK GRAND PRIX OF QATAR - Losail International Circuit,250cc,RAC,"April,12,2009",Dry,25º,24º,41%,3,16.0,63,Mike DI MEGLIO,FRA,Mapfre Aspar Team 250cc,Aprilia,155.7,+6.181
21,2009,QAT,COMMERCIALBANK GRAND PRIX OF QATAR - Losail International Circuit,250cc,RAC,"April,12,2009",Dry,25º,24º,41%,4,13.0,4,Hiroshi AOYAMA,JPN,Scot Racing Team 250cc,Honda,155.7,+6.609
22,2009,QAT,COMMERCIALBANK GRAND PRIX OF QATAR - Losail International Circuit,250cc,RAC,"April,12,2009",Dry,25º,24º,41%,5,11.0,35,Raffaele DE ROSA,ITA,Scot Racing Team 250cc,Honda,155.7,+6.656
23,2009,QAT,COMMERCIALBANK GRAND PRIX OF QATAR - Losail International Circuit,250cc,RAC,"April,12,2009",Dry,25º,24º,41%,6,10.0,12,Thomas LUTHI,SWI,Emmi - Caffe Latte,Aprilia,155.7,+6.672
24,2009,QAT,COMMERCIALBANK GRAND PRIX OF QATAR - Losail International Circuit,250cc,RAC,"April,12,2009",Dry,25º,24º,41%,7,9.0,19,Alvaro BAUTISTA,SPA,Mapfre Aspar Team,Aprilia,155.6,+7.608
25,2009,QAT,COMMERCIALBANK GRAND PRIX OF QATAR - Losail International Circuit,250cc,RAC,"April,12,2009",Dry,25º,24º,41%,8,8.0,14,Ratthapark WILAIROT,THA,Thai Honda PTT SAG,Honda,155.5,+8.349
26,2009,QAT,COMMERCIALBANK GRAND PRIX OF QATAR - Losail International Circuit,250cc,RAC,"April,12,2009",Dry,25º,24º,41%,9,7.0,15,Roberto LOCATELLI,ITA,Metis Gilera,Gilera,154.9,+15.032
27,2009,QAT,COMMERCIALBANK GRAND PRIX OF QATAR - Losail International Circuit,250cc,RAC,"April,12,2009",Dry,25º,24º,41%,10,6.0,28,Gabor TALMACSI,HUN,Balaton Racing Team 250cc,Aprilia,154.3,+20.348
28,2009,QAT,COMMERCIALBANK GRAND PRIX OF QATAR - Losail International Circuit,250cc,RAC,"April,12,2009",Dry,25º,24º,41%,11,5.0,55,Hector FAUBEL,SPA,Valencia CF - Honda SAG,Honda,154.3,+20.465
29,2009,QAT,COMMERCIALBANK GRAND PRIX OF QATAR - Losail International Circuit,250cc,RAC,"April,12,2009",Dry,25º,24º,41%,12,4.0,48,Shoya TOMIZAWA,JPN,CIP Moto - GP250,Honda,153.6,+28.402
30,2009,QAT,COMMERCIALBANK GRAND PRIX OF QATAR - Losail International Circuit,250cc,RAC,"April,12,2009",Dry,25º,24º,41%,13,3.0,52,Lukas PESEK,CZE,Auto Kelly - CP,Aprilia,153.5,+28.906
31,2009,QAT,COMMERCIALBANK GRAND PRIX OF QATAR - Losail International Circuit,250cc,RAC,"April,12,2009",Dry,25º,24º,41%,14,2.0,6,Alex DEBON,SPA,Aeropuerto-Castello-Blusens,Aprilia,153.1,+33.779
32,2009,QAT,COMMERCIALBANK GRAND PRIX OF QATAR - Losail International Circuit,250cc,RAC,"April,12,2009",Dry,25º,24º,41%,15,1.0,25,Alex BALDOLINI,ITA,WTR San Marino Team,Aprilia,152.8,+36.988
33,2009,QAT,COMMERCIALBANK GRAND PRIX OF QATAR - Losail International Circuit,250cc,RAC,"April,12,2009",Dry,25º,24º,41%,16,0.0,8,Bastien CHESAUX,SWI,Racing Team Germany,Honda,150.5,+1'01.730
34,2009,QAT,COMMERCIALBANK GRAND PRIX OF QATAR - Losail International Circuit,250cc,RAC,"April,12,2009",Dry,25º,24º,41%,17,0.0,10,Imre TOTH,HUN,Team Toth Aprilia,Aprilia,150.4,+1'03.512
35,2009,QAT,COMMERCIALBANK GRAND PRIX OF QATAR - Losail International Circuit,250cc,RAC,"April,12,2009",Dry,25º,24º,41%,18,0.0,56,Vladimir LEONOV,RUS,Viessmann Kiefer Racing,Aprilia,147.8,+1'32.385
36,2009,QAT,COMMERCIALBANK GRAND PRIX OF QATAR - Losail International Circuit,250cc,RAC,"April,12,2009",Dry,25º,24º,41%,19,0.0,77,Aitor RODRIGUEZ,SPA,Milar - Juegos Lucky,Aprilia,147.3,+1'38.752
37,2009,QAT,COMMERCIALBANK GRAND PRIX OF QATAR - Losail International Circuit,250cc,RAC,"April,12,2009",Dry,25º,24º,41%,crash,0.0,17,Karel ABRAHAM,CZE,Cardion AB Motoracing,Aprilia,154.0,5 Laps
38,2009,QAT,COMMERCIALBANK GRAND PRIX OF QATAR - Losail International Circuit,250cc,RAC,"April,12,2009",Dry,25º,24º,41%,crash,0.0,7,Axel PONS,SPA,Pepe World Team,Aprilia,,0 Lap
39,2009,QAT,COMMERCIALBANK GRAND PRIX OF QATAR - Losail International Circuit,250cc,RAC,"April,12,2009",Dry,25º,24º,41%,crash,0.0,75,Mattia PASINI,ITA,Team Toth Aprilia,Aprilia,,0 Lap
40,2009,QAT,COMMERCIALBANK GRAND PRIX OF QATAR - Losail International Circuit,125cc,RAC,"April,12,2009",Dry,28º,25º,41%,1,12.5,29,Andrea IANNONE,ITA,Ongetta Team I.S.P.A.,Aprilia,149.8,8'37.245
41,2009,QAT,COMMERCIALBANK GRAND PRIX OF QATAR - Losail International Circuit,125cc,RAC,"April,12,2009",Dry,28º,25º,41%,2,10.0,60,Julian SIMON,SPA,Bancaja Aspar Team 125cc,Aprilia,149.7,+0.180
42,2009,QAT,COMMERCIALBANK GRAND PRIX OF QATAR - Losail International Circuit,125cc,RAC,"April,12,2009",Dry,28º,25º,41%,3,8.0,11,Sandro CORTESE,GER,Ajo Interwetten,Derbi,148.3,+5.211
43,2009,QAT,COMMERCIALBANK GRAND PRIX OF QATAR - Losail International Circuit,125cc,RAC,"April,12,2009",Dry,28º,25º,41%,4,6.5,44,Pol ESPARGARO,SPA,Derbi Racing Team,Derbi,148.1,+5.769
44,2009,QAT,COMMERCIALBANK GRAND PRIX OF QATAR - Losail International Circuit,125cc,RAC,"April,12,2009",Dry,28º,25º,41%,5,5.5,38,Bradley SMITH,GBR,Bancaja Aspar Team 125cc,Aprilia,147.9,+6.650
45,2009,QAT,COMMERCIALBANK GRAND PRIX OF QATAR - Losail International Circuit,125cc,RAC,"April,12,2009",Dry,28º,25º,41%,6,5.0,94,Jonas FOLGER,GER,Ongetta Team I.S.P.A.,Aprilia,147.9,+6.701
46,2009,QAT,COMMERCIALBANK GRAND PRIX OF QATAR - Losail International Circuit,125cc,RAC,"April,12,2009",Dry,28º,25º,41%,7,4.5,18,Nicolas TEROL,SPA,Jack & Jones Team,Aprilia,147.8,+6.771
47,2009,QAT,COMMERCIALBANK GRAND PRIX OF QATAR - Losail International Circuit,125cc,RAC,"April,12,2009",Dry,28º,25º,41%,8,4.0,17,Stefan BRADL,GER,Viessmann Kiefer Racing,Aprilia,147.6,+7.592
48,2009,QAT,COMMERCIALBANK GRAND PRIX OF QATAR - Losail International Circuit,125cc,RAC,"April,12,2009",Dry,28º,25º,41%,9,3.5,99,Danny WEBB,GBR,Degraaf Grand Prix,Aprilia,147.4,+8.169
49,2009,QAT,COMMERCIALBANK GRAND PRIX OF QATAR - Losail International Circuit,125cc,RAC,"April,12,2009",Dry,28º,25º,41%,10,3.0,12,Esteve RABAT,SPA,Blusens Aprilia,Aprilia,147.3,+8.678
50,2009,QAT,COMMERCIALBANK GRAND PRIX OF QATAR - Losail International Circuit,125cc,RAC,"April,12,2009",Dry,28º,25º,41%,11,2.5,77,Dominique AEGERTER,SWI,Ajo Interwetten,Derbi,146.3,+12.232
51,2009,QAT,COMMERCIALBANK GRAND PRIX OF QATAR - Losail International Circuit,125cc,RAC,"April,12,2009",Dry,28º,25º,41%,12,2.0,33,Sergio GADEA,SPA,Bancaja Aspar Team 125cc,Aprilia,146.3,+12.237
52,2009,QAT,COMMERCIALBANK GRAND PRIX OF QATAR - Losail International Circuit,125cc,RAC,"April,12,2009",Dry,28º,25º,41%,13,1.5,45,Scott REDDING,GBR,Blusens Aprilia,Aprilia,146.3,+12.360
53,2009,QAT,COMMERCIALBANK GRAND PRIX OF QATAR - Losail International Circuit,125cc,RAC,"April,12,2009",Dry,28º,25º,41%,14,1.0,24,Simone CORSI,ITA,Jack & Jones Team,Aprilia,145.9,+13.754
54,2009,QAT,COMMERCIALBANK GRAND PRIX OF QATAR - Losail International Circuit,125cc,RAC,"April,12,2009",Dry,28º,25º,41%,15,0.5,14,Johann ZARCO,FRA,WTR San Marino Team,Aprilia,145.9,+13.783
55,2009,QAT,COMMERCIALBANK GRAND PRIX OF QATAR - Losail International Circuit,125cc,RAC,"April,12,2009",Dry,28º,25º,41%,16,0.0,16,Cameron BEAUBIER,USA,Red Bull KTM Motosport,KTM,145.9,+13.893
56,2009,QAT,COMMERCIALBANK GRAND PRIX OF QATAR - Losail International Circuit,125cc,RAC,"April,12,2009",Dry,28º,25º,41%,17,0.0,7,Efren VAZQUEZ,SPA,Derbi Racing Team,Derbi,145.8,+14.170
57,2009,QAT,COMMERCIALBANK GRAND PRIX OF QATAR - Losail International Circuit,125cc,RAC,"April,12,2009",Dry,28º,25º,41%,18,0.0,6,Joan OLIVE,SPA,Derbi Racing Team,Derbi,145.7,+14.452
58,2009,QAT,COMMERCIALBANK GRAND PRIX OF QATAR - Losail International Circuit,125cc,RAC,"April,12,2009",Dry,28º,25º,41%,19,0.0,8,Lorenzo ZANETTI,ITA,Ongetta Team I.S.P.A.,Aprilia,145.5,+15.310
59,2009,QAT,COMMERCIALBANK GRAND PRIX OF QATAR - Losail International Circuit,125cc,RAC,"April,12,2009",Dry,28º,25º,41%,20,0.0,73,Takaaki NAKAGAMI,JPN,Ongetta Team I.S.P.A.,Aprilia,145.2,+16.415
60,2009,QAT,COMMERCIALBANK GRAND PRIX OF QATAR - Losail International Circuit,125cc,RAC,"April,12,2009",Dry,28º,25º,41%,21,0.0,32,Lorenzo SAVADORI,ITA,Fontana Racing,Aprilia,144.6,+18.602
61,2009,QAT,COMMERCIALBANK GRAND PRIX OF QATAR - Losail International Circuit,125cc,RAC,"April,12,2009",Dry,28º,25º,41%,22,0.0,35,Randy KRUMMENACHER,SWI,Degraaf Grand Prix,Aprilia,144.4,+19.355
62,2009,QAT,COMMERCIALBANK GRAND PRIX OF QATAR - Losail International Circuit,125cc,RAC,"April,12,2009",Dry,28º,25º,41%,23,0.0,53,Jasper IWEMA,NED,Racing Team Germany,Honda,142.1,+28.034
63,2009,QAT,COMMERCIALBANK GRAND PRIX OF QATAR - Losail International Circuit,125cc,RAC,"April,12,2009",Dry,28º,25º,41%,24,0.0,87,Luca MARCONI,ITA,CBC Corse,Aprilia,142.1,+28.114
64,2009,QAT,COMMERCIALBANK GRAND PRIX OF QATAR - Losail International Circuit,125cc,RAC,"April,12,2009",Dry,28º,25º,41%,25,0.0,69,Lukas SEMBERA,CZE,Matteoni Racing,Aprilia,142.0,+28.199
65,2009,QAT,COMMERCIALBANK GRAND PRIX OF QATAR - Losail International Circuit,125cc,RAC,"April,12,2009",Dry,28º,25º,41%,26,0.0,5,Alexis MASBOU,FRA,Loncin Racing,Loncin,142.0,+28.272
66,2009,QAT,COMMERCIALBANK GRAND PRIX OF QATAR - Losail International Circuit,125cc,RAC,"April,12,2009",Dry,28º,25º,41%,27,0.0,71,Tomoyoshi KOYAMA,JPN,Loncin Racing,Loncin,141.9,+28.544
67,2009,QAT,COMMERCIALBANK GRAND PRIX OF QATAR - Losail International Circuit,125cc,RAC,"April,12,2009",Dry,28º,25º,41%,28,0.0,10,Luca VITALI,ITA,CBC Corse,Aprilia,135.6,+53.927
68,2009,QAT,COMMERCIALBANK GRAND PRIX OF QATAR - Losail International Circuit,125cc,RAC,"April,12,2009",Dry,28º,25º,41%,crash,0.0,93,Marc MARQUEZ,SPA,Red Bull KTM Motosport,KTM,148.0,1 Lap
69,2009,QAT,COMMERCIALBANK GRAND PRIX OF QATAR - Losail International Circuit,125cc,RAC,"April,12,2009",Dry,28º,25º,41%,crash,0.0,88,Michael RANSEDER,AUT,Haojue Team,Haojue,140.1,1 Lap
70,2009,QAT,COMMERCIALBANK GRAND PRIX OF QATAR - Losail International Circuit,125cc,RAC,"April,12,2009",Dry,28º,25º,41%,crash,0.0,66,Matthew HOYLE,GBR,Haojue Team,Haojue,,0 Lap
71,2009,JPN,POLINI GRAND PRIX OF JAPAN - Twin Ring Motegi,MotoGP,RAC,"April,26,2009",Dry,31º,22º,25%,1,25.0,99,Jorge LORENZO,SPA,Fiat Yamaha Team,Yamaha,157.9,43'47.238
72,2009,JPN,POLINI GRAND PRIX OF JAPAN - Twin Ring Motegi,MotoGP,RAC,"April,26,2009",Dry,31º,22º,25%,2,20.0,46,Valentino ROSSI,ITA,Fiat Yamaha Team,Yamaha,157.8,+1.304
73,2009,JPN,POLINI GRAND PRIX OF JAPAN - Twin Ring Motegi,MotoGP,RAC,"April,26,2009",Dry,31º,22º,25%,3,16.0,3,Dani PEDROSA,SPA,Repsol Honda Team,Honda,157.7,+3.763
74,2009,JPN,POLINI GRAND PRIX OF JAPAN - Twin Ring Motegi,MotoGP,RAC,"April,26,2009",Dry,31º,22º,25%,4,13.0,27,Casey STONER,AUS,Ducati Marlboro Team,Ducati,157.5,+5.691
75,2009,JPN,POLINI GRAND PRIX OF JAPAN - Twin Ring Motegi,MotoGP,RAC,"April,26,2009",Dry,31º,22º,25%,5,11.0,4,Andrea DOVIZIOSO,ITA,Repsol Honda Team,Honda,157.3,+9.207
76,2009,JPN,POLINI GRAND PRIX OF JAPAN - Twin Ring Motegi,MotoGP,RAC,"April,26,2009",Dry,31º,22º,25%,6,10.0,33,Marco MELANDRI,ITA,Hayate Racing Team,Kawasaki,156.1,+30.555
77,2009,JPN,POLINI GRAND PRIX OF JAPAN - Twin Ring Motegi,MotoGP,RAC,"April,26,2009",Dry,31º,22º,25%,7,9.0,65,Loris CAPIROSSI,ITA,Rizla Suzuki MotoGP,Suzuki,155.9,+32.756
78,2009,JPN,POLINI GRAND PRIX OF JAPAN - Twin Ring Motegi,MotoGP,RAC,"April,26,2009",Dry,31º,22º,25%,8,8.0,36,Mika KALLIO,FIN,Pramac Racing,Ducati,155.6,+39.416
79,2009,JPN,POLINI GRAND PRIX OF JAPAN - Twin Ring Motegi,MotoGP,RAC,"April,26,2009",Dry,31º,22º,25%,9,7.0,52,James TOSELAND,GBR,Monster Yamaha Tech 3,Yamaha,155.3,+43.106
80,2009,JPN,POLINI GRAND PRIX OF JAPAN - Twin Ring Motegi,MotoGP,RAC,"April,26,2009",Dry,31º,22º,25%,10,6.0,7,Chris VERMEULEN,AUS,Rizla Suzuki MotoGP,Suzuki,155.3,+43.245
81,2009,JPN,POLINI GRAND PRIX OF JAPAN - Twin Ring Motegi,MotoGP,RAC,"April,26,2009",Dry,31º,22º,25%,11,5.0,14,Randy DE PUNIET,FRA,LCR Honda MotoGP,Honda,155.2,+44.834
82,2009,JPN,POLINI GRAND PRIX OF JAPAN - Twin Ring Motegi,MotoGP,RAC,"April,26,2009",Dry,31º,22º,25%,12,4.0,5,Colin EDWARDS,USA,Monster Yamaha Tech 3,Yamaha,155.1,+46.540
83,2009,JPN,POLINI GRAND PRIX OF JAPAN - Twin Ring Motegi,MotoGP,RAC,"April,26,2009",Dry,31º,22º,25%,13,3.0,15,Alex DE ANGELIS,RSM,San Carlo Honda Gresini,Honda,154.7,+53.525
84,2009,JPN,POLINI GRAND PRIX OF JAPAN - Twin Ring Motegi,MotoGP,RAC,"April,26,2009",Dry,31º,22º,25%,14,2.0,88,Niccolo CANEPA,ITA,Pramac Racing,Ducati,153.1,+1'21.804
85,2009,JPN,POLINI GRAND PRIX OF JAPAN - Twin Ring Motegi,MotoGP,RAC,"April,26,2009",Dry,31º,22º,25%,15,1.0,24,Toni ELIAS,SPA,San Carlo Honda Gresini,Honda,149.1,1 Lap
86,2009,JPN,POLINI GRAND PRIX OF JAPAN - Twin Ring Motegi,MotoGP,RAC,"April,26,2009",Dry,31º,22º,25%,crash,0.0,59,Sete GIBERNAU,SPA,Grupo Francisco Hernando,Ducati,117.5,7 Laps
87,2009,JPN,POLINI GRAND PRIX OF JAPAN - Twin Ring Motegi,MotoGP,RAC,"April,26,2009",Dry,31º,22º,25%,crash,0.0,69,Nicky HAYDEN,USA,Ducati Marlboro Team,Ducati,,0 Lap
88,2009,JPN,POLINI GRAND PRIX OF JAPAN - Twin Ring Motegi,MotoGP,RAC,"April,26,2009",Dry,31º,22º,25%,crash,0.0,72,Yuki TAKAHASHI,JPN,Scot Racing Team MotoGP,Honda,,0 Lap
89,2009,JPN,POLINI GRAND PRIX OF JAPAN - Twin Ring Motegi,250cc,RAC,"April,26,2009",Dry,32º,21º,33%,1,25.0,19,Alvaro BAUTISTA,SPA,Mapfre Aspar Team,Aprilia,150.2,44'06.488
90,2009,JPN,POLINI GRAND PRIX OF JAPAN - Twin Ring Motegi,250cc,RAC,"April,26,2009",Dry,32º,21º,33%,2,20.0,4,Hiroshi AOYAMA,JPN,Scot Racing Team 250cc,Honda,149.9,+5.889
91,2009,JPN,POLINI GRAND PRIX OF JAPAN - Twin Ring Motegi,250cc,RAC,"April,26,2009",Dry,32º,21º,33%,3,16.0,75,Mattia PASINI,ITA,Team Toth Aprilia,Aprilia,149.0,+21.832
92,2009,JPN,POLINI GRAND PRIX OF JAPAN - Twin Ring Motegi,250cc,RAC,"April,26,2009",Dry,32º,21º,33%,4,13.0,28,Gabor TALMACSI,HUN,Balatonring Team,Aprilia,148.8,+25.906
93,2009,JPN,POLINI GRAND PRIX OF JAPAN - Twin Ring Motegi,250cc,RAC,"April,26,2009",Dry,32º,21º,33%,5,11.0,6,Alex DEBON,SPA,Aeropuerto-Castello-Blusens,Aprilia,148.5,+30.785
94,2009,JPN,POLINI GRAND PRIX OF JAPAN - Twin Ring Motegi,250cc,RAC,"April,26,2009",Dry,32º,21º,33%,6,10.0,73,Shuhei AOYAMA,JPN,Harc-Pro,Honda,148.3,+33.788
95,2009,JPN,POLINI GRAND PRIX OF JAPAN - Twin Ring Motegi,250cc,RAC,"April,26,2009",Dry,32º,21º,33%,7,9.0,52,Lukas PESEK,CZE,Auto Kelly - CP,Aprilia,148.1,+36.972
96,2009,JPN,POLINI GRAND PRIX OF JAPAN - Twin Ring Motegi,250cc,RAC,"April,26,2009",Dry,32º,21º,33%,8,8.0,12,Thomas LUTHI,SWI,Emmi - Caffe Latte,Aprilia,147.9,+41.018
97,2009,JPN,POLINI GRAND PRIX OF JAPAN - Twin Ring Motegi,250cc,RAC,"April,26,2009",Dry,32º,21º,33%,9,7.0,17,Karel ABRAHAM,CZE,Cardion AB Motoracing,Aprilia,147.9,+41.649
98,2009,JPN,POLINI GRAND PRIX OF JAPAN - Twin Ring Motegi,250cc,RAC,"April,26,2009",Dry,32º,21º,33%,10,6.0,48,Shoya TOMIZAWA,JPN,CIP Moto - GP250,Honda,147.3,+52.863
99,2009,JPN,POLINI GRAND PRIX OF JAPAN - Twin Ring Motegi,250cc,RAC,"April,26,2009",Dry,32º,21º,33%,11,5.0,40,Hector BARBERA,SPA,Pepe World Team,Aprilia,146.8,+1'00.888
100,2009,JPN,POLINI GRAND PRIX OF JAPAN - Twin Ring Motegi,250cc,RAC,"April,26,2009",Dry,32º,21º,33%,12,4.0,35,Raffaele DE ROSA,ITA,Scot Racing Team 250cc,Honda,146.5,+1'06.347
101,2009,JPN,POLINI GRAND PRIX OF JAPAN - Twin Ring Motegi,250cc,RAC,"April,26,2009",Dry,32º,21º,33%,13,3.0,10,Imre TOTH,HUN,Team Toth Aprilia,Aprilia,144.0,+1'53.149
102,2009,JPN,POLINI GRAND PRIX OF JAPAN - Twin Ring Motegi,250cc,RAC,"April,26,2009",Dry,32º,21º,33%,14,2.0,59,Kazuki WATANABE,JPN,Bardral Racing with SJ-R,Yamaha,143.5,1 Lap
103,2009,JPN,POLINI GRAND PRIX OF JAPAN - Twin Ring Motegi,250cc,RAC,"April,26,2009",Dry,32º,21º,33%,15,1.0,56,Vladimir LEONOV,RUS,Viessmann Kiefer Racing,Aprilia,142.0,1 Lap
104,2009,JPN,POLINI GRAND PRIX OF JAPAN - Twin Ring Motegi,250cc,RAC,"April,26,2009",Dry,32º,21º,33%,16,0.0,8,Bastien CHESAUX,SWI,Racing Team Germany,Honda,141.8,1 Lap
105,2009,JPN,POLINI GRAND PRIX OF JAPAN - Twin Ring Motegi,250cc,RAC,"April,26,2009",Dry,32º,21º,33%,17,0.0,58,Marco SIMONCELLI,ITA,Metis Gilera,Gilera,140.9,1 Lap
106,2009,JPN,POLINI GRAND PRIX OF JAPAN - Twin Ring Motegi,250cc,RAC,"April,26,2009",Dry,32º,21º,33%,18,0.0,77,Aitor RODRIGUEZ,SPA,Milar - Juegos Lucky,Aprilia,139.7,1 Lap
107,2009,JPN,POLINI GRAND PRIX OF JAPAN - Twin Ring Motegi,250cc,RAC,"April,26,2009",Dry,32º,21º,33%,crash,0.0,14,Ratthapark WILAIROT,THA,Thai Honda PTT SAG,Honda,148.1,5 Laps
108,2009,JPN,POLINI GRAND PRIX OF JAPAN - Twin Ring Motegi,250cc,RAC,"April,26,2009",Dry,32º,21º,33%,crash,0.0,25,Alex BALDOLINI,ITA,WTR San Marino Team,Aprilia,147.2,6 Laps
109,2009,JPN,POLINI GRAND PRIX OF JAPAN - Twin Ring Motegi,250cc,RAC,"April,26,2009",Dry,32º,21º,33%,crash,0.0,55,Hector FAUBEL,SPA,Valencia CF - Honda SAG,Honda,146.6,17 Laps
110,2009,JPN,POLINI GRAND PRIX OF JAPAN - Twin Ring Motegi,250cc,RAC,"April,26,2009",Dry,32º,21º,33%,crash,0.0,63,Mike DI MEGLIO,FRA,Mapfre Aspar Team 250cc,Aprilia,147.3,18 Laps
111,2009,JPN,POLINI GRAND PRIX OF JAPAN - Twin Ring Motegi,250cc,RAC,"April,26,2009",Dry,32º,21º,33%,crash,0.0,7,Axel PONS,SPA,Pepe World Team,Aprilia,139.1,20 Laps
112,2009,JPN,POLINI GRAND PRIX OF JAPAN - Twin Ring Motegi,250cc,RAC,"April,26,2009",Dry,32º,21º,33%,crash,0.0,16,Jules CLUZEL,FRA,Matteoni Racing,Aprilia,140.8,21 Laps
113,2009,JPN,POLINI GRAND PRIX OF JAPAN - Twin Ring Motegi,250cc,RAC,"April,26,2009",Dry,32º,21º,33%,crash,0.0,15,Roberto LOCATELLI,ITA,Metis Gilera,Gilera,140.7,21 Laps
114,2009,JPN,POLINI GRAND PRIX OF JAPAN - Twin Ring Motegi,125cc,RAC,"April,26,2009",Dry,28º,17º,57%,1,25.0,29,Andrea IANNONE,ITA,Ongetta Team I.S.P.A.,Aprilia,135.9,42'23.716
