,Year,TRK,Track,Category,Session,Date,Track_Condition,Track_Temp,Air_Temp,Humidity,Position,Points,Rider_Number,Rider_Name,Nationality,Team_Name,Bike,Avg_Speed,Time
671,2009,GBR,BRITISH GRAND PRIX - Donington Park Circuit,125cc,RAC,"July,26,2009",Dry,22º,19º,58%,5,11.0,38,Bradley SMITH,GBR,Bancaja Aspar Team 125cc,Aprilia,144.1,+3.038
672,2009,GBR,BRITISH GRAND PRIX - Donington Park Circuit,125cc,RAC,"July,26,2009",Dry,22º,19º,58%,6,10.0,45,Scott REDDING,GBR,Blusens Aprilia,Aprilia,143.1,+12.141
673,2009,GBR,BRITISH GRAND PRIX - Donington Park Circuit,125cc,RAC,"July,26,2009",Dry,22º,19º,58%,7,9.0,24,Simone CORSI,ITA,Fontana Racing,Aprilia,141.5,+27.249
674,2009,GBR,BRITISH GRAND PRIX - Donington Park Circuit,125cc,RAC,"July,26,2009",Dry,22º,19º,58%,8,8.0,77,Dominique AEGERTER,SWI,Ajo Interwetten,Derbi,140.5,+36.866
675,2009,GBR,BRITISH GRAND PRIX - Donington Park Circuit,125cc,RAC,"July,26,2009",Dry,22º,19º,58%,9,7.0,7,Efren VAZQUEZ,SPA,Derbi Racing Team,Derbi,140.5,+37.044
676,2009,GBR,BRITISH GRAND PRIX - Donington Park Circuit,125cc,RAC,"July,26,2009",Dry,22º,19º,58%,10,6.0,88,Michael RANSEDER,AUT,CBC Corse,Aprilia,140.4,+37.404
677,2009,GBR,BRITISH GRAND PRIX - Donington Park Circuit,125cc,RAC,"July,26,2009",Dry,22º,19º,58%,11,5.0,8,Lorenzo ZANETTI,ITA,Ongetta Team I.S.P.A.,Aprilia,140.4,+37.760
678,2009,GBR,BRITISH GRAND PRIX - Donington Park Circuit,125cc,RAC,"July,26,2009",Dry,22º,19º,58%,12,4.0,39,Luis SALOM,SPA,Jack & Jones Team,Aprilia,140.3,+38.871
679,2009,GBR,BRITISH GRAND PRIX - Donington Park Circuit,125cc,RAC,"July,26,2009",Dry,22º,19º,58%,13,3.0,71,Tomoyoshi KOYAMA,JPN,Loncin Racing,Loncin,140.2,+39.522
680,2009,GBR,BRITISH GRAND PRIX - Donington Park Circuit,125cc,RAC,"July,26,2009",Dry,22º,19º,58%,14,2.0,32,Lorenzo SAVADORI,ITA,Fontana Racing,Aprilia,140.2,+39.914
681,2009,GBR,BRITISH GRAND PRIX - Donington Park Circuit,125cc,RAC,"July,26,2009",Dry,22º,19º,58%,15,1.0,69,Lukas SEMBERA,CZE,Matteoni Racing,Aprilia,139.6,+45.825
682,2009,GBR,BRITISH GRAND PRIX - Donington Park Circuit,125cc,RAC,"July,26,2009",Dry,22º,19º,58%,16,0.0,14,Johann ZARCO,FRA,WTR San Marino Team,Aprilia,139.4,+47.640
683,2009,GBR,BRITISH GRAND PRIX - Donington Park Circuit,125cc,RAC,"July,26,2009",Dry,22º,19º,58%,17,0.0,73,Takaaki NAKAGAMI,JPN,Ongetta Team I.S.P.A.,Aprilia,139.4,+47.845
684,2009,GBR,BRITISH GRAND PRIX - Donington Park Circuit,125cc,RAC,"July,26,2009",Dry,22º,19º,58%,18,0.0,53,Jasper IWEMA,NED,Racing Team Germany,Honda,139.3,+48.869
685,2009,GBR,BRITISH GRAND PRIX - Donington Park Circuit,125cc,RAC,"July,26,2009",Dry,22º,19º,58%,19,0.0,6,Joan OLIVE,SPA,Derbi Racing Team,Derbi,139.0,+51.655
686,2009,GBR,BRITISH GRAND PRIX - Donington Park Circuit,125cc,RAC,"July,26,2009",Dry,22º,19º,58%,20,0.0,35,Randy KRUMMENACHER,SWI,Degraaf Grand Prix,Aprilia,138.4,+57.174
687,2009,GBR,BRITISH GRAND PRIX - Donington Park Circuit,125cc,RAC,"July,26,2009",Dry,22º,19º,58%,21,0.0,5,Alexis MASBOU,FRA,Loncin Racing,Loncin,138.0,+1'01.077
688,2009,GBR,BRITISH GRAND PRIX - Donington Park Circuit,125cc,RAC,"July,26,2009",Dry,22º,19º,58%,22,0.0,92,Paul JORDAN,IRL,KRP/Bradley Smith Racing,Honda,137.9,+1'02.508
689,2009,GBR,BRITISH GRAND PRIX - Donington Park Circuit,125cc,RAC,"July,26,2009",Dry,22º,19º,58%,23,0.0,87,Luca MARCONI,ITA,CBC Corse,Aprilia,137.9,+1'02.581
690,2009,GBR,BRITISH GRAND PRIX - Donington Park Circuit,125cc,RAC,"July,26,2009",Dry,22º,19º,58%,24,0.0,90,Timothy HASTINGS,GBR,KRP/Bradley Smith Racing,Honda,136.6,+1'15.262
691,2009,GBR,BRITISH GRAND PRIX - Donington Park Circuit,125cc,RAC,"July,26,2009",Dry,22º,19º,58%,25,0.0,89,James LODGE,GBR,KRP/Bradley Smith Racing,Honda,136.2,+1'19.154
692,2009,GBR,BRITISH GRAND PRIX - Donington Park Circuit,125cc,RAC,"July,26,2009",Dry,22º,19º,58%,26,0.0,10,Luca VITALI,ITA,CBC Corse,Aprilia,135.0,+1'31.693
693,2009,GBR,BRITISH GRAND PRIX - Donington Park Circuit,125cc,RAC,"July,26,2009",Dry,22º,19º,58%,27,0.0,91,Martin GLOSSOP,GBR,KRP/Bradley Smith Racing,Honda,134.9,+1'32.133
694,2009,GBR,BRITISH GRAND PRIX - Donington Park Circuit,125cc,RAC,"July,26,2009",Dry,22º,19º,58%,crash,0.0,33,Sergio GADEA,SPA,Bancaja Aspar Team 125cc,Aprilia,144.3,+1.312
695,2009,GBR,BRITISH GRAND PRIX - Donington Park Circuit,125cc,RAC,"July,26,2009",Dry,22º,19º,58%,crash,0.0,12,Esteve RABAT,SPA,Blusens Aprilia,Aprilia,143.0,1 Lap
696,2009,GBR,BRITISH GRAND PRIX - Donington Park Circuit,125cc,RAC,"July,26,2009",Dry,22º,19º,58%,crash,0.0,16,Cameron BEAUBIER,USA,Red Bull KTM Moto Sport,KTM,139.0,2 Laps
697,2009,GBR,BRITISH GRAND PRIX - Donington Park Circuit,125cc,RAC,"July,26,2009",Dry,22º,19º,58%,crash,0.0,17,Stefan BRADL,GER,Viessmann Kiefer Racing,Aprilia,103.4,11 Laps
698,2009,GBR,BRITISH GRAND PRIX - Donington Park Circuit,125cc,RAC,"July,26,2009",Dry,22º,19º,58%,crash,0.0,99,Danny WEBB,GBR,Degraaf Grand Prix,Aprilia,95.0,12 Laps
699,2009,GBR,BRITISH GRAND PRIX - Donington Park Circuit,125cc,RAC,"July,26,2009",Dry,22º,19º,58%,crash,0.0,11,Sandro CORTESE,GER,Ajo Interwetten,Derbi,,0 Lap
700,2009,GBR,BRITISH GRAND PRIX - Donington Park Circuit,125cc,RAC,"July,26,2009",Dry,22º,19º,58%,crash,0.0,29,Andrea IANNONE,ITA,Ongetta Team I.S.P.A.,Aprilia,,0 Lap
701,2009,GBR,BRITISH GRAND PRIX - Donington Park Circuit,125cc,RAC,"July,26,2009",Dry,22º,19º,58%,crash,0.0,86,Karel PESEK,CZE,Pesek Team,Derbi,,0 Lap
702,2009,GBR,BRITISH GRAND PRIX - Donington Park Circuit,125cc,RAC,"July,26,2009",Dry,22º,19º,58%,crash,0.0,94,Jonas FOLGER,GER,Ongetta Team I.S.P.A.,Aprilia,,0 Lap
703,2009,GBR,BRITISH GRAND PRIX - Donington Park Circuit,125cc,RAC2,"July,26,2009",Wet,20º,17º,65%,1,25.0,60,Julian SIMON,SPA,Bancaja Aspar Team 125cc,Aprilia,131.1,9'12.301
704,2009,GBR,BRITISH GRAND PRIX - Donington Park Circuit,125cc,RAC2,"July,26,2009",Wet,20º,17º,65%,2,20.0,24,Simone CORSI,ITA,Fontana Racing,Aprilia,131.0,+0.390
705,2009,GBR,BRITISH GRAND PRIX - Donington Park Circuit,125cc,RAC2,"July,26,2009",Wet,20º,17º,65%,3,16.0,45,Scott REDDING,GBR,Blusens Aprilia,Aprilia,130.4,+3.072
706,2009,GBR,BRITISH GRAND PRIX - Donington Park Circuit,125cc,RAC2,"July,26,2009",Wet,20º,17º,65%,4,13.0,18,Nicolas TEROL,SPA,Jack & Jones Team,Aprilia,129.7,+6.209
707,2009,GBR,BRITISH GRAND PRIX - Donington Park Circuit,125cc,RAC2,"July,26,2009",Wet,20º,17º,65%,5,11.0,73,Takaaki NAKAGAMI,JPN,Ongetta Team I.S.P.A.,Aprilia,128.9,+9.509
708,2009,GBR,BRITISH GRAND PRIX - Donington Park Circuit,125cc,RAC2,"July,26,2009",Wet,20º,17º,65%,6,10.0,39,Luis SALOM,SPA,Jack & Jones Team,Aprilia,128.5,+11.211
709,2009,GBR,BRITISH GRAND PRIX - Donington Park Circuit,125cc,RAC2,"July,26,2009",Wet,20º,17º,65%,7,9.0,8,Lorenzo ZANETTI,ITA,Ongetta Team I.S.P.A.,Aprilia,128.4,+11.572
710,2009,GBR,BRITISH GRAND PRIX - Donington Park Circuit,125cc,RAC2,"July,26,2009",Wet,20º,17º,65%,8,8.0,77,Dominique AEGERTER,SWI,Ajo Interwetten,Derbi,127.9,+13.703
711,2009,GBR,BRITISH GRAND PRIX - Donington Park Circuit,125cc,RAC2,"July,26,2009",Wet,20º,17º,65%,9,7.0,7,Efren VAZQUEZ,SPA,Derbi Racing Team,Derbi,127.8,+14.101
712,2009,GBR,BRITISH GRAND PRIX - Donington Park Circuit,125cc,RAC2,"July,26,2009",Wet,20º,17º,65%,10,6.0,44,Pol ESPARGARO,SPA,Derbi Racing Team,Derbi,127.6,+15.422
713,2009,GBR,BRITISH GRAND PRIX - Donington Park Circuit,125cc,RAC2,"July,26,2009",Wet,20º,17º,65%,11,5.0,71,Tomoyoshi KOYAMA,JPN,Loncin Racing,Loncin,127.0,+17.905
714,2009,GBR,BRITISH GRAND PRIX - Donington Park Circuit,125cc,RAC2,"July,26,2009",Wet,20º,17º,65%,12,4.0,6,Joan OLIVE,SPA,Derbi Racing Team,Derbi,125.3,+25.625
715,2009,GBR,BRITISH GRAND PRIX - Donington Park Circuit,125cc,RAC2,"July,26,2009",Wet,20º,17º,65%,13,3.0,14,Johann ZARCO,FRA,WTR San Marino Team,Aprilia,125.0,+26.793
716,2009,GBR,BRITISH GRAND PRIX - Donington Park Circuit,125cc,RAC2,"July,26,2009",Wet,20º,17º,65%,14,2.0,91,Martin GLOSSOP,GBR,KRP/Bradley Smith Racing,Honda,124.8,+27.916
717,2009,GBR,BRITISH GRAND PRIX - Donington Park Circuit,125cc,RAC2,"July,26,2009",Wet,20º,17º,65%,15,1.0,93,Marc MARQUEZ,SPA,Red Bull KTM Moto Sport,KTM,124.7,+28.631
718,2009,GBR,BRITISH GRAND PRIX - Donington Park Circuit,125cc,RAC2,"July,26,2009",Wet,20º,17º,65%,16,0.0,92,Paul JORDAN,IRL,KRP/Bradley Smith Racing,Honda,124.6,+28.999
719,2009,GBR,BRITISH GRAND PRIX - Donington Park Circuit,125cc,RAC2,"July,26,2009",Wet,20º,17º,65%,17,0.0,69,Lukas SEMBERA,CZE,Matteoni Racing,Aprilia,124.2,+30.564
720,2009,GBR,BRITISH GRAND PRIX - Donington Park Circuit,125cc,RAC2,"July,26,2009",Wet,20º,17º,65%,18,0.0,35,Randy KRUMMENACHER,SWI,Degraaf Grand Prix,Aprilia,123.4,+34.468
721,2009,GBR,BRITISH GRAND PRIX - Donington Park Circuit,125cc,RAC2,"July,26,2009",Wet,20º,17º,65%,19,0.0,87,Luca MARCONI,ITA,CBC Corse,Aprilia,122.5,+38.709
722,2009,GBR,BRITISH GRAND PRIX - Donington Park Circuit,125cc,RAC2,"July,26,2009",Wet,20º,17º,65%,20,0.0,38,Bradley SMITH,GBR,Bancaja Aspar Team 125cc,Aprilia,122.5,+38.938
723,2009,GBR,BRITISH GRAND PRIX - Donington Park Circuit,125cc,RAC2,"July,26,2009",Wet,20º,17º,65%,21,0.0,10,Luca VITALI,ITA,CBC Corse,Aprilia,115.6,+1'14.040
724,2009,GBR,BRITISH GRAND PRIX - Donington Park Circuit,125cc,RAC2,"July,26,2009",Wet,20º,17º,65%,crash,0.0,53,Jasper IWEMA,NED,Racing Team Germany,Honda,124.0,1 Lap
725,2009,GBR,BRITISH GRAND PRIX - Donington Park Circuit,125cc,RAC2,"July,26,2009",Wet,20º,17º,65%,crash,0.0,32,Lorenzo SAVADORI,ITA,Fontana Racing,Aprilia,121.1,4 Laps
726,2009,GBR,BRITISH GRAND PRIX - Donington Park Circuit,125cc,RAC2,"July,26,2009",Wet,20º,17º,65%,crash,0.0,5,Alexis MASBOU,FRA,Loncin Racing,Loncin,117.0,4 Laps
727,2009,GBR,BRITISH GRAND PRIX - Donington Park Circuit,125cc,RAC2,"July,26,2009",Wet,20º,17º,65%,crash,0.0,88,Michael RANSEDER,AUT,CBC Corse,Aprilia,115.9,4 Laps
728,2009,GBR,BRITISH GRAND PRIX - Donington Park Circuit,125cc,RAC2,"July,26,2009",Wet,20º,17º,65%,crash,0.0,11,Sandro CORTESE,GER,Ajo Interwetten,Derbi,,0 Lap
729,2009,GBR,BRITISH GRAND PRIX - Donington Park Circuit,125cc,RAC2,"July,26,2009",Wet,20º,17º,65%,crash,0.0,12,Esteve RABAT,SPA,Blusens Aprilia,Aprilia,,0 Lap
730,2009,GBR,BRITISH GRAND PRIX - Donington Park Circuit,125cc,RAC2,"July,26,2009",Wet,20º,17º,65%,crash,0.0,16,Cameron BEAUBIER,USA,Red Bull KTM Moto Sport,KTM,,0 Lap
731,2009,GBR,BRITISH GRAND PRIX - Donington Park Circuit,125cc,RAC2,"July,26,2009",Wet,20º,17º,65%,crash,0.0,17,Stefan BRADL,GER,Viessmann Kiefer Racing,Aprilia,,0 Lap
732,2009,GBR,BRITISH GRAND PRIX - Donington Park Circuit,125cc,RAC2,"July,26,2009",Wet,20º,17º,65%,crash,0.0,29,Andrea IANNONE,ITA,Ongetta Team I.S.P.A.,Aprilia,,0 Lap
733,2009,GBR,BRITISH GRAND PRIX - Donington Park Circuit,125cc,RAC2,"July,26,2009",Wet,20º,17º,65%,crash,0.0,33,Sergio GADEA,SPA,Bancaja Aspar Team 125cc,Aprilia,,0 Lap
734,2009,GBR,BRITISH GRAND PRIX - Donington Park Circuit,125cc,RAC2,"July,26,2009",Wet,20º,17º,65%,crash,0.0,86,Karel PESEK,CZE,Pesek Team,Derbi,,0 Lap
735,2009,GBR,BRITISH GRAND PRIX - Donington Park Circuit,125cc,RAC2,"July,26,2009",Wet,20º,17º,65%,crash,0.0,89,James LODGE,GBR,KRP/Bradley Smith Racing,Honda,,0 Lap
736,2009,GBR,BRITISH GRAND PRIX - Donington Park Circuit,125cc,RAC2,"July,26,2009",Wet,20º,17º,65%,crash,0.0,90,Timothy HASTINGS,GBR,KRP/Bradley Smith Racing,Honda,,0 Lap
737,2009,GBR,BRITISH GRAND PRIX - Donington Park Circuit,125cc,RAC2,"July,26,2009",Wet,20º,17º,65%,crash,0.0,94,Jonas FOLGER,GER,Ongetta Team I.S.P.A.,Aprilia,,0 Lap
738,2009,GBR,BRITISH GRAND PRIX - Donington Park Circuit,125cc,RAC2,"July,26,2009",Wet,20º,17º,65%,crash,0.0,99,Danny WEBB,GBR,Degraaf Grand Prix,Aprilia,,0 Lap
739,2009,CZE,Cardion ab Grand Prix České republiky - Automotodrom Brno,MotoGP,RAC,"August,16,2009",Dry,45º,29º,32%,1,25.0,46,Valentino ROSSI,ITA,Fiat Yamaha Team,Yamaha,165.3,43'08.991
740,2009,CZE,Cardion ab Grand Prix České republiky - Automotodrom Brno,MotoGP,RAC,"August,16,2009",Dry,45º,29º,32%,2,20.0,3,Dani PEDROSA,SPA,Repsol Honda Team,Honda,164.5,+11.766
741,2009,CZE,Cardion ab Grand Prix České republiky - Automotodrom Brno,MotoGP,RAC,"August,16,2009",Dry,45º,29º,32%,3,16.0,24,Toni ELIAS,SPA,San Carlo Honda Gresini,Honda,164.0,+20.756
742,2009,CZE,Cardion ab Grand Prix České republiky - Automotodrom Brno,MotoGP,RAC,"August,16,2009",Dry,45º,29º,32%,4,13.0,4,Andrea DOVIZIOSO,ITA,Repsol Honda Team,Honda,163.9,+21.418
743,2009,CZE,Cardion ab Grand Prix České republiky - Automotodrom Brno,MotoGP,RAC,"August,16,2009",Dry,45º,29º,32%,5,11.0,65,Loris CAPIROSSI,ITA,Rizla Suzuki MotoGP,Suzuki,163.9,+21.538
744,2009,CZE,Cardion ab Grand Prix České republiky - Automotodrom Brno,MotoGP,RAC,"August,16,2009",Dry,45º,29º,32%,6,10.0,69,Nicky HAYDEN,USA,Ducati Marlboro Team,Ducati,163.7,+25.544
745,2009,CZE,Cardion ab Grand Prix České republiky - Automotodrom Brno,MotoGP,RAC,"August,16,2009",Dry,45º,29º,32%,7,9.0,5,Colin EDWARDS,USA,Monster Yamaha Tech 3,Yamaha,163.7,+25.676
746,2009,CZE,Cardion ab Grand Prix České republiky - Automotodrom Brno,MotoGP,RAC,"August,16,2009",Dry,45º,29º,32%,8,8.0,15,Alex DE ANGELIS,RSM,San Carlo Honda Gresini,Honda,163.1,+34.109
747,2009,CZE,Cardion ab Grand Prix České republiky - Automotodrom Brno,MotoGP,RAC,"August,16,2009",Dry,45º,29º,32%,9,7.0,52,James TOSELAND,GBR,Monster Yamaha Tech 3,Yamaha,163.0,+35.617
748,2009,CZE,Cardion ab Grand Prix České republiky - Automotodrom Brno,MotoGP,RAC,"August,16,2009",Dry,45º,29º,32%,10,6.0,14,Randy DE PUNIET,FRA,LCR Honda MotoGP,Honda,162.8,+39.824
749,2009,CZE,Cardion ab Grand Prix České republiky - Automotodrom Brno,MotoGP,RAC,"August,16,2009",Dry,45º,29º,32%,11,5.0,7,Chris VERMEULEN,AUS,Rizla Suzuki MotoGP,Suzuki,162.7,+40.776
750,2009,CZE,Cardion ab Grand Prix České republiky - Automotodrom Brno,MotoGP,RAC,"August,16,2009",Dry,45º,29º,32%,12,4.0,88,Niccolo CANEPA,ITA,Pramac Racing,Ducati,162.1,+50.661
751,2009,CZE,Cardion ab Grand Prix České republiky - Automotodrom Brno,MotoGP,RAC,"August,16,2009",Dry,45º,29º,32%,13,3.0,41,Gabor TALMACSI,HUN,Scot Racing Team MotoGP,Honda,161.6,+59.188
752,2009,CZE,Cardion ab Grand Prix České republiky - Automotodrom Brno,MotoGP,RAC,"August,16,2009",Dry,45º,29º,32%,crash,0.0,36,Mika KALLIO,FIN,Ducati Marlboro Team,Ducati,163.6,2 Laps
753,2009,CZE,Cardion ab Grand Prix České republiky - Automotodrom Brno,MotoGP,RAC,"August,16,2009",Dry,45º,29º,32%,crash,0.0,33,Marco MELANDRI,ITA,Hayate Racing Team,Kawasaki,163.6,2 Laps
754,2009,CZE,Cardion ab Grand Prix České republiky - Automotodrom Brno,MotoGP,RAC,"August,16,2009",Dry,45º,29º,32%,crash,0.0,99,Jorge LORENZO,SPA,Fiat Yamaha Team,Yamaha,165.7,5 Laps
755,2009,CZE,Cardion ab Grand Prix České republiky - Automotodrom Brno,MotoGP,RAC,"August,16,2009",Dry,45º,29º,32%,crash,0.0,84,Michel FABRIZIO,ITA,Pramac Racing,Ducati,159.0,16 Laps
756,2009,CZE,Cardion ab Grand Prix České republiky - Automotodrom Brno,250cc,RAC,"August,16,2009",Dry,43º,27º,38%,1,25.0,58,Marco SIMONCELLI,ITA,Metis Gilera,Gilera,157.7,41'06.490
757,2009,CZE,Cardion ab Grand Prix České republiky - Automotodrom Brno,250cc,RAC,"August,16,2009",Dry,43º,27º,38%,2,20.0,75,Mattia PASINI,ITA,Team Toth Aprilia,Aprilia,157.7,+0.684
758,2009,CZE,Cardion ab Grand Prix České republiky - Automotodrom Brno,250cc,RAC,"August,16,2009",Dry,43º,27º,38%,3,16.0,19,Alvaro BAUTISTA,SPA,Mapfre Aspar Team,Aprilia,157.4,+4.381
759,2009,CZE,Cardion ab Grand Prix České republiky - Automotodrom Brno,250cc,RAC,"August,16,2009",Dry,43º,27º,38%,4,13.0,4,Hiroshi AOYAMA,JPN,Scot Racing Team 250cc,Honda,157.2,+8.746
760,2009,CZE,Cardion ab Grand Prix České republiky - Automotodrom Brno,250cc,RAC,"August,16,2009",Dry,43º,27º,38%,5,11.0,15,Roberto LOCATELLI,ITA,Metis Gilera,Gilera,157.1,+9.721
761,2009,CZE,Cardion ab Grand Prix České republiky - Automotodrom Brno,250cc,RAC,"August,16,2009",Dry,43º,27º,38%,6,10.0,35,Raffaele DE ROSA,ITA,Scot Racing Team 250cc,Honda,157.0,+10.870
762,2009,CZE,Cardion ab Grand Prix České republiky - Automotodrom Brno,250cc,RAC,"August,16,2009",Dry,43º,27º,38%,7,9.0,40,Hector BARBERA,SPA,Pepe World Team,Aprilia,156.7,+15.639
763,2009,CZE,Cardion ab Grand Prix České republiky - Automotodrom Brno,250cc,RAC,"August,16,2009",Dry,43º,27º,38%,8,8.0,16,Jules CLUZEL,FRA,Matteoni Racing,Aprilia,156.6,+18.411
764,2009,CZE,Cardion ab Grand Prix České republiky - Automotodrom Brno,250cc,RAC,"August,16,2009",Dry,43º,27º,38%,9,7.0,63,Mike DI MEGLIO,FRA,Mapfre Aspar Team 250cc,Aprilia,156.5,+18.563
765,2009,CZE,Cardion ab Grand Prix České republiky - Automotodrom Brno,250cc,RAC,"August,16,2009",Dry,43º,27º,38%,10,6.0,55,Hector FAUBEL,SPA,Honda SAG,Honda,156.5,+19.958
766,2009,CZE,Cardion ab Grand Prix České republiky - Automotodrom Brno,250cc,RAC,"August,16,2009",Dry,43º,27º,38%,11,5.0,14,Ratthapark WILAIROT,THA,Thai Honda PTT SAG,Honda,156.4,+20.084
767,2009,CZE,Cardion ab Grand Prix České republiky - Automotodrom Brno,250cc,RAC,"August,16,2009",Dry,43º,27º,38%,12,4.0,52,Lukas PESEK,CZE,Auto Kelly - CP,Aprilia,155.8,+30.632
768,2009,CZE,Cardion ab Grand Prix České republiky - Automotodrom Brno,250cc,RAC,"August,16,2009",Dry,43º,27º,38%,13,3.0,48,Shoya TOMIZAWA,JPN,CIP Moto - GP250,Honda,155.4,+37.118
769,2009,CZE,Cardion ab Grand Prix České republiky - Automotodrom Brno,250cc,RAC,"August,16,2009",Dry,43º,27º,38%,14,2.0,11,Balazs NEMETH,HUN,Balatonring Team,Aprilia,152.9,+1'17.484
770,2009,CZE,Cardion ab Grand Prix České republiky - Automotodrom Brno,250cc,RAC,"August,16,2009",Dry,43º,27º,38%,15,1.0,53,Valentin DEBISE,FRA,CIP Moto - GP250,Honda,152.5,+1'24.684
771,2009,CZE,Cardion ab Grand Prix České republiky - Automotodrom Brno,250cc,RAC,"August,16,2009",Dry,43º,27º,38%,16,0.0,7,Axel PONS,SPA,Pepe World Team,Aprilia,152.5,+1'25.132
772,2009,CZE,Cardion ab Grand Prix České republiky - Automotodrom Brno,250cc,RAC,"August,16,2009",Dry,43º,27º,38%,17,0.0,10,Imre TOTH,HUN,Team Toth Aprilia,Aprilia,151.2,+1'46.925
773,2009,CZE,Cardion ab Grand Prix České republiky - Automotodrom Brno,250cc,RAC,"August,16,2009",Dry,43º,27º,38%,18,0.0,77,Aitor RODRIGUEZ,SPA,Matteoni Racing,Aprilia,150.8,+1'52.465
774,2009,CZE,Cardion ab Grand Prix České republiky - Automotodrom Brno,250cc,RAC,"August,16,2009",Dry,43º,27º,38%,19,0.0,56,Vladimir LEONOV,RUS,Viessmann Kiefer Racing,Aprilia,150.4,+1'59.794
775,2009,CZE,Cardion ab Grand Prix České republiky - Automotodrom Brno,250cc,RAC,"August,16,2009",Dry,43º,27º,38%,crash,0.0,8,Bastien CHESAUX,SWI,Racing Team Germany,Honda,151.9,8 Laps
776,2009,CZE,Cardion ab Grand Prix České republiky - Automotodrom Brno,250cc,RAC,"August,16,2009",Dry,43º,27º,38%,crash,0.0,6,Alex DEBON,SPA,Aeropuerto-Castello-Blusens,Aprilia,153.2,11 Laps
777,2009,CZE,Cardion ab Grand Prix České republiky - Automotodrom Brno,250cc,RAC,"August,16,2009",Dry,43º,27º,38%,crash,0.0,25,Alex BALDOLINI,ITA,WTR San Marino Team,Aprilia,139.8,14 Laps
778,2009,CZE,Cardion ab Grand Prix České republiky - Automotodrom Brno,250cc,RAC,"August,16,2009",Dry,43º,27º,38%,crash,0.0,54,Toby MARKHAM,GBR,C&L Racing,Aprilia,139.9,19 Laps
779,2009,CZE,Cardion ab Grand Prix České republiky - Automotodrom Brno,250cc,RAC,"August,16,2009",Dry,43º,27º,38%,crash,0.0,12,Thomas LUTHI,SWI,Emmi - Caffe Latte,Aprilia,,0 Lap
780,2009,CZE,Cardion ab Grand Prix České republiky - Automotodrom Brno,250cc,RAC,"August,16,2009",Dry,43º,27º,38%,crash,0.0,17,Karel ABRAHAM,CZE,Cardion AB Motoracing,Aprilia,,0 Lap
781,2009,CZE,Cardion ab Grand Prix České republiky - Automotodrom Brno,125cc,RAC,"August,16,2009",Dry,35º,26º,44%,1,25.0,18,Nicolas TEROL,SPA,Jack & Jones Team,Aprilia,150.4,40'57.378
782,2009,CZE,Cardion ab Grand Prix České republiky - Automotodrom Brno,125cc,RAC,"August,16,2009",Dry,35º,26º,44%,2,20.0,60,Julian SIMON,SPA,Bancaja Aspar Team 125cc,Aprilia,150.4,+0.168
783,2009,CZE,Cardion ab Grand Prix České republiky - Automotodrom Brno,125cc,RAC,"August,16,2009",Dry,35º,26º,44%,3,16.0,29,Andrea IANNONE,ITA,Ongetta Team I.S.P.A.,Aprilia,149.9,+8.719
784,2009,CZE,Cardion ab Grand Prix České republiky - Automotodrom Brno,125cc,RAC,"August,16,2009",Dry,35º,26º,44%,4,13.0,38,Bradley SMITH,GBR,Bancaja Aspar Team 125cc,Aprilia,149.6,+12.443
785,2009,CZE,Cardion ab Grand Prix České republiky - Automotodrom Brno,125cc,RAC,"August,16,2009",Dry,35º,26º,44%,5,11.0,44,Pol ESPARGARO,SPA,Derbi Racing Team,Derbi,149.4,+16.006
786,2009,CZE,Cardion ab Grand Prix České republiky - Automotodrom Brno,125cc,RAC,"August,16,2009",Dry,35º,26º,44%,6,10.0,11,Sandro CORTESE,GER,Ajo Interwetten,Derbi,149.4,+16.066
787,2009,CZE,Cardion ab Grand Prix České republiky - Automotodrom Brno,125cc,RAC,"August,16,2009",Dry,35º,26º,44%,7,9.0,17,Stefan BRADL,GER,Viessmann Kiefer Racing,Aprilia,149.4,+17.105
788,2009,CZE,Cardion ab Grand Prix České republiky - Automotodrom Brno,125cc,RAC,"August,16,2009",Dry,35º,26º,44%,8,8.0,93,Marc MARQUEZ,SPA,Red Bull KTM Moto Sport,KTM,149.3,+17.202
789,2009,CZE,Cardion ab Grand Prix České republiky - Automotodrom Brno,125cc,RAC,"August,16,2009",Dry,35º,26º,44%,9,7.0,33,Sergio GADEA,SPA,Bancaja Aspar Team 125cc,Aprilia,149.3,+17.223
790,2009,CZE,Cardion ab Grand Prix České republiky - Automotodrom Brno,125cc,RAC,"August,16,2009",Dry,35º,26º,44%,10,6.0,6,Joan OLIVE,SPA,Derbi Racing Team,Derbi,149.3,+17.244
791,2009,CZE,Cardion ab Grand Prix České republiky - Automotodrom Brno,125cc,RAC,"August,16,2009",Dry,35º,26º,44%,11,5.0,14,Johann ZARCO,FRA,WTR San Marino Team,Aprilia,149.3,+17.618
792,2009,CZE,Cardion ab Grand Prix České republiky - Automotodrom Brno,125cc,RAC,"August,16,2009",Dry,35º,26º,44%,12,4.0,94,Jonas FOLGER,GER,Ongetta Team I.S.P.A.,Aprilia,149.1,+21.977
793,2009,CZE,Cardion ab Grand Prix České republiky - Automotodrom Brno,125cc,RAC,"August,16,2009",Dry,35º,26º,44%,13,3.0,78,Marcel SCHROTTER,GER,Toni - Mang Team,Honda,148.3,+34.487
